Medicamento 	Dosis 	Presentación 	Marca 	Farmacía 	Precio 	Dirección 	Comuna 	Región
25874 	LIPOTEN 	80 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMAVITA S.A. 	Salcobrand 	28499 	Colipi 484 	Copiapó 	Atacama
25875 	AZITROMICINA 	500 mg 	3 COMPRIMIDOS RECUBIERTOS 	ASCEND LABORATORIES S.p.A. 	Salcobrand 	1599 	Colipi 484 	Copiapó 	Atacama
25876 	CILOSVITAE 	100 mg 	28 COMPRIMIDOS 	GALENICUM HEALTH CHILE S.p.A. 	Salcobrand 	21999 	Colipi 484 	Copiapó 	Atacama
25877 	RITALIN LA 	10 mg 	30 CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 	NOVARTIS CHILE S.A. 	Salcobrand 	43099 	Colipi 484 	Copiapó 	Atacama
25878 	GLIDANIL 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	MEDIPHARM LTDA. 	Salcobrand 	2799 	Colipi 484 	Copiapó 	Atacama
25879 	LIPOTEN 	40 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMAVITA S.A. 	Salcobrand 	25399 	Colipi 484 	Copiapó 	Atacama
25880 	RITALIN LA 	40 mg 	30 CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 	NOVARTIS CHILE S.A. 	Salcobrand 	96399 	Colipi 484 	Copiapó 	Atacama
25881 	EBANTINA 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RAFFO S.A. 	Salcobrand 	21999 	Colipi 484 	Copiapó 	Atacama
25882 	IRBEVITAE 	150 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Salcobrand 	22999 	Colipi 484 	Copiapó 	Atacama
25883 	PROPRANOLOL CLORHIDRATO 	40 mg 	20 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	599 	Colipi 484 	Copiapó 	Atacama
25884 	KREDIT 1000 	1000 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	36799 	Colipi 484 	Copiapó 	Atacama
25885 	PERVIORAL 	500 mg 	42 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	37999 	Colipi 484 	Copiapó 	Atacama
25886 	DEPRAX 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	19999 	Colipi 484 	Copiapó 	Atacama
25887 	ADAX 	 1 mg 	30 COMPRIMIDOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	17999 	Colipi 484 	Copiapó 	Atacama
25888 	ADAX 	 0,5 mg 	30 COMPRIMIDOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	13799 	Colipi 484 	Copiapó 	Atacama
25889 	CIPROVAL 	500 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	16299 	Colipi 484 	Copiapó 	Atacama
25890 	MACROSAN 	100 mg 	30 CÁPSULAS 	INSTITUTO SANITAS S.A. 	Salcobrand 	14399 	Colipi 484 	Copiapó 	Atacama
25891 	HALOPERIDOL 	 1 mg 	30 COMPRIMIDOS 	SYNTHON CHILE LTDA. 	Salcobrand 	4999 	Colipi 484 	Copiapó 	Atacama
25892 	HALOPERIDOL 	 5 mg 	20 COMPRIMIDOS 	SYNTHON CHILE LTDA. 	Salcobrand 	6999 	Colipi 484 	Copiapó 	Atacama
25893 	QURAX 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	24099 	Colipi 484 	Copiapó 	Atacama
25894 	DOPABEN 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	60999 	Colipi 484 	Copiapó 	Atacama
25895 	MACROSAN 	50 mg 	20 CÁPSULAS 	INSTITUTO SANITAS S.A. 	Salcobrand 	6499 	Colipi 484 	Copiapó 	Atacama
25896 	DIRTOP 	100 mg 	5 COMPRIMIDOS RECUBIERTOS 	MEDIPHARM LTDA. 	Salcobrand 	11899 	Colipi 484 	Copiapó 	Atacama
25897 	DAGOTIL 1 	 1 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	18899 	Colipi 484 	Copiapó 	Atacama
25898 	DAGOTIL 3 	 3 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	22099 	Colipi 484 	Copiapó 	Atacama
25899 	PRESTAT 	 50 mg 	40 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	8999 	Colipi 484 	Copiapó 	Atacama
25900 	PROPRANOLOL CLORHIDRATO 	40 mg 	20 COMPRIMIDOS 	MINTLAB Co. S.A. 	Salcobrand 	599 	Colipi 484 	Copiapó 	Atacama
25901 	KREDIT 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	20299 	Colipi 484 	Copiapó 	Atacama
25902 	ROSUGRAS 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RAFFO S.A. 	Salcobrand 	14199 	Colipi 484 	Copiapó 	Atacama
25903 	QURAX 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	19299 	Colipi 484 	Copiapó 	Atacama
25904 	REFLEXAN 	 5 mg 	20 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	7399 	Colipi 484 	Copiapó 	Atacama
25905 	DAKSOL 	100 mg 	28 COMPRIMIDOS 	PHARMAVITA S.A. 	Salcobrand 	35699 	Colipi 484 	Copiapó 	Atacama
25906 	DAKSOL 	25 mg 	28 COMPRIMIDOS 	PHARMAVITA S.A. 	Salcobrand 	10299 	Colipi 484 	Copiapó 	Atacama
25907 	DAKSOL 	50 mg 	28 COMPRIMIDOS 	PHARMAVITA S.A. 	Salcobrand 	19599 	Colipi 484 	Copiapó 	Atacama
25908 	RIBOTEX 	600 mg 	30 COMPRIMIDOS RECUBIERTOS 	GRÜNENTHAL CHILENA LTDA. 	Salcobrand 	111799 	Colipi 484 	Copiapó 	Atacama
25909 	LIPOX 	80 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	33999 	Colipi 484 	Copiapó 	Atacama
25910 	SERONEX 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMAVITA S.A. 	Salcobrand 	20999 	Colipi 484 	Copiapó 	Atacama
25911 	SERONEX 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMAVITA S.A. 	Salcobrand 	17199 	Colipi 484 	Copiapó 	Atacama
25912 	LADYGEX-20 	s/i 	28 COMPRIMIDOS 	MINTLAB Co. S.A. 	Salcobrand 	9399 	Colipi 484 	Copiapó 	Atacama
25913 	HIPOGLUCIN 	500 mg 	30 COMPRIMIDOS DE LIBERACIÓN PROLONGADA 	LABORATORIO CHILE S.A. 	Salcobrand 	7199 	Colipi 484 	Copiapó 	Atacama
25914 	CLOTROMBIX 	75 mg 	30 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Salcobrand 	15999 	Colipi 484 	Copiapó 	Atacama
25915 	ANFIBOL 	 5 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	21699 	Colipi 484 	Copiapó 	Atacama
25916 	KITADOL 	1 g 	18 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	7492 	Colipi 484 	Copiapó 	Atacama
25917 	XUMADOL 	1 g 	20 COMPRIMIDOS 	ITF - LABOMED FARMACÉUTICA LTDA. 	Salcobrand 	8399 	Colipi 484 	Copiapó 	Atacama
25918 	LIPOTROPIC 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	11699 	Colipi 484 	Copiapó 	Atacama
25919 	LODIPRES 	6,25 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	9599 	Colipi 484 	Copiapó 	Atacama
25920 	NEOPRESOL 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	20299 	Colipi 484 	Copiapó 	Atacama
25921 	QUETIAZIC 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Salcobrand 	14699 	Colipi 484 	Copiapó 	Atacama
25922 	GLICENEX 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	5999 	Colipi 484 	Copiapó 	Atacama
25923 	RECAXIN 	150 mg 	1 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	26199 	Colipi 484 	Copiapó 	Atacama
25924 	LUKANEX 	10 mg 	40 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	35999 	Colipi 484 	Copiapó 	Atacama
25925 	CLONAZEPAM 	 2 mg 	30 COMPRIMIDOS 	MINTLAB Co. S.A. 	Salcobrand 	3599 	Colipi 484 	Copiapó 	Atacama
25926 	CELTIUM 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	26999 	Colipi 484 	Copiapó 	Atacama
25927 	CEREVAX 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	37599 	Colipi 484 	Copiapó 	Atacama
25928 	TRADOX 	50 mg 	30 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	26799 	Colipi 484 	Copiapó 	Atacama
25929 	TRADOX 	100 mg 	30 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	35799 	Colipi 484 	Copiapó 	Atacama
25930 	MELOXICAM 	15 mg 	10 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	2099 	Colipi 484 	Copiapó 	Atacama
25931 	ARTROTIN 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	65899 	Colipi 484 	Copiapó 	Atacama
25932 	RIPOL 	50 mg 	5 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	6999 	Colipi 484 	Copiapó 	Atacama
25933 	TENSIOMAX 	 5 mg 	5 COMPRIMIDOS RECUBIERTOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	5299 	Colipi 484 	Copiapó 	Atacama
25934 	BERSEN 	20 mg 	20 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	6399 	Colipi 484 	Copiapó 	Atacama
25935 	BERSEN 	 5 mg 	20 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	5199 	Colipi 484 	Copiapó 	Atacama
25936 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	INSTITUTO SANITAS S.A. 	Salcobrand 	5099 	Colipi 484 	Copiapó 	Atacama
25937 	BECTAM 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	ITF - LABOMED FARMACÉUTICA LTDA. 	Salcobrand 	19199 	Colipi 484 	Copiapó 	Atacama
25938 	TENSODOX 	10 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	13299 	Colipi 484 	Copiapó 	Atacama
25939 	ITAN 	10 mg 	30 COMPRIMIDOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	9299 	Colipi 484 	Copiapó 	Atacama
25940 	RICILINA 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	29273 	Colipi 484 	Copiapó 	Atacama
25941 	IBAMES 	150 mg 	1 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	32099 	Colipi 484 	Copiapó 	Atacama
25942 	DRONAVAL 	150 mg 	1 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	25999 	Colipi 484 	Copiapó 	Atacama
25943 	ILIMIT 10 	10 mg 	30 COMPRIMIDOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	51899 	Colipi 484 	Copiapó 	Atacama
25944 	ILIMIT 15 	15 mg 	30 COMPRIMIDOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	69299 	Colipi 484 	Copiapó 	Atacama
25945 	IRAZEM 15 	15 mg 	30 COMPRIMIDOS 	DEUTSCHE PHARMA S.A. 	Salcobrand 	38099 	Colipi 484 	Copiapó 	Atacama
25946 	MICROSER 	16 mg 	30 COMPRIMIDOS 	GRÜNENTHAL CHILENA LTDA. 	Salcobrand 	38999 	Colipi 484 	Copiapó 	Atacama
25947 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	MINTLAB Co. S.A. 	Salcobrand 	5099 	Colipi 484 	Copiapó 	Atacama
25948 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	EUROFARMA CHILE S.A. 	Salcobrand 	5099 	Colipi 484 	Copiapó 	Atacama
25949 	GABICTAL 	300 mg 	30 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Salcobrand 	25199 	Colipi 484 	Copiapó 	Atacama
25950 	ACNERAL 	20 mg 	30 CÁPSULAS BLANDAS 	LABORATORIO CHILE S.A. 	Salcobrand 	38599 	Colipi 484 	Copiapó 	Atacama
25951 	ACNOTIN 	20 mg 	30 CÁPSULAS BLANDAS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	46099 	Colipi 484 	Copiapó 	Atacama
25952 	ACNOTIN 	10 mg 	30 CÁPSULAS BLANDAS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	26799 	Colipi 484 	Copiapó 	Atacama
25953 	LAFIGIN 	100 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	38999 	Colipi 484 	Copiapó 	Atacama
25954 	LAMICTAL 	100 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Salcobrand 	53099 	Colipi 484 	Copiapó 	Atacama
25955 	LAMICTAL 	200 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Salcobrand 	79899 	Colipi 484 	Copiapó 	Atacama
25956 	LAMOTRIGINA 	25 mg 	30 COMPRIMIDOS DISPERSABLES 	LABORATORIO CHILE S.A. 	Salcobrand 	5899 	Colipi 484 	Copiapó 	Atacama
25957 	LAMOTRIGINA 	50 mg 	30 COMPRIMIDOS DISPERSABLES 	LABORATORIO CHILE S.A. 	Salcobrand 	6199 	Colipi 484 	Copiapó 	Atacama
25958 	TRIZOL 	200 mg 	30 COMPRIMIDOS DISPERSABLES/MASTICABLES 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	37799 	Colipi 484 	Copiapó 	Atacama
25959 	LAMOTRIGINA 	100 mg 	30 COMPRIMIDOS DISPERSABLES 	LABORATORIO CHILE S.A. 	Salcobrand 	11399 	Colipi 484 	Copiapó 	Atacama
25960 	DOFITEX 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	MEDIPHARM LTDA. 	Salcobrand 	8299 	Colipi 484 	Copiapó 	Atacama
25961 	NEO-ALERTOP 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	7999 	Colipi 484 	Copiapó 	Atacama
25962 	ANPOSEL 	15 mg 	10 COMPRIMIDOS 	MEDIPHARM LTDA. 	Salcobrand 	5999 	Colipi 484 	Copiapó 	Atacama
25963 	MELIC BD 	15 mg 	10 COMPRIMIDOS DE DESINTEGRACIÓN BUCAL 	LABORATORIO PASTEUR S.A. 	Salcobrand 	7299 	Colipi 484 	Copiapó 	Atacama
25964 	MELIC 	7,5 mg 	15 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	7399 	Colipi 484 	Copiapó 	Atacama
25965 	MELOXICAM 	15 mg 	10 COMPRIMIDOS 	OPKO CHILE S.A. 	Salcobrand 	2099 	Colipi 484 	Copiapó 	Atacama
25966 	MELOXICAM 	15 mg 	10 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	2099 	Colipi 484 	Copiapó 	Atacama
25967 	NARTAN 	2,5 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	12999 	Colipi 484 	Copiapó 	Atacama
25968 	MIRAGRAN 	2,5 mg 	10 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	12999 	Colipi 484 	Copiapó 	Atacama
25969 	INTAXEL 	1 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	30999 	Colipi 484 	Copiapó 	Atacama
25970 	BIOPSOL 	1 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	43299 	Colipi 484 	Copiapó 	Atacama
25971 	PLENICA 	150 mg 	30 CÁPSULAS 	DEUTSCHE PHARMA S.A. 	Salcobrand 	23099 	Colipi 484 	Copiapó 	Atacama
25972 	PREBICTAL 	75 mg 	28 CÁPSULAS 	TECNOFARMA S.A. 	Salcobrand 	14299 	Colipi 484 	Copiapó 	Atacama
25973 	NORSIC 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	24499 	Colipi 484 	Copiapó 	Atacama
25974 	QUETIDIN XR 	50 mg 	30 COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	37999 	Colipi 484 	Copiapó 	Atacama
25975 	ASICOT 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	24999 	Colipi 484 	Copiapó 	Atacama
25976 	ASICOT 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	21399 	Colipi 484 	Copiapó 	Atacama
25977 	AMATO 	25 mg 	60 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Salcobrand 	21599 	Colipi 484 	Copiapó 	Atacama
25978 	TOPICTAL 	50 mg 	28 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Salcobrand 	37899 	Colipi 484 	Copiapó 	Atacama
25979 	TOPREL 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	38299 	Colipi 484 	Copiapó 	Atacama
25980 	ENTRESTO 	50 mg 	28 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Salcobrand 	46199 	Colipi 484 	Copiapó 	Atacama
25981 	VARTALAN 	160 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	18599 	Colipi 484 	Copiapó 	Atacama
25982 	VARTALAN 	80 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	19399 	Colipi 484 	Copiapó 	Atacama
25983 	VALAPLEX 	320 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	18999 	Colipi 484 	Copiapó 	Atacama
25984 	VALAX 	160 mg 	35 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	16299 	Colipi 484 	Copiapó 	Atacama
25985 	VALAX 	80 mg 	35 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	15199 	Colipi 484 	Copiapó 	Atacama
25986 	BONVIVA 	150 mg 	1 COMPRIMIDOS RECUBIERTOS 	ROCHE CHILE LTDA. 	Salcobrand 	39099 	Colipi 484 	Copiapó 	Atacama
25987 	BETASERC 	16 mg 	30 COMPRIMIDOS 	ABBOTT LABORATORIES DE CHILE LTDA. 	Salcobrand 	31499 	Colipi 484 	Copiapó 	Atacama
25988 	DILATREND 	12,5 mg 	28 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Salcobrand 	17899 	Colipi 484 	Copiapó 	Atacama
25989 	DILATREND 	6,25 mg 	28 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Salcobrand 	15799 	Colipi 484 	Copiapó 	Atacama
25990 	ROACNETAN 	20 mg 	30 CÁPSULAS BLANDAS 	ROCHE CHILE LTDA. 	Salcobrand 	69999 	Colipi 484 	Copiapó 	Atacama
25991 	LAMICTAL 	100 mg 	30 COMPRIMIDOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Salcobrand 	44199 	Colipi 484 	Copiapó 	Atacama
25992 	XUZAL 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Salcobrand 	19499 	Colipi 484 	Copiapó 	Atacama
25993 	MOBEX 	15 mg 	10 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Salcobrand 	15999 	Colipi 484 	Copiapó 	Atacama
25994 	NARAMIG 	2,5 mg 	2 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Salcobrand 	9399 	Colipi 484 	Copiapó 	Atacama
25995 	SIFROL 	0,25 mg 	30 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Salcobrand 	24099 	Colipi 484 	Copiapó 	Atacama
25996 	SIFROL 	1 mg 	30 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Salcobrand 	66399 	Colipi 484 	Copiapó 	Atacama
25997 	LYRICA 	75 mg 	14 CÁPSULAS 	PFIZER CHILE S.A. 	Salcobrand 	19199 	Colipi 484 	Copiapó 	Atacama
25998 	SEROQUEL 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASTRAZENECA S.A. 	Salcobrand 	63999 	Colipi 484 	Copiapó 	Atacama
25999 	SEROQUEL 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASTRAZENECA S.A. 	Salcobrand 	34999 	Colipi 484 	Copiapó 	Atacama
26000 	TOPAMAX 	100 mg 	28 COMPRIMIDOS RECUBIERTOS 	JOHNSON & JOHNSON DE CHILE S.A. 	Salcobrand 	72199 	Colipi 484 	Copiapó 	Atacama
26001 	TOPAMAX 	25 mg 	28 COMPRIMIDOS RECUBIERTOS 	JOHNSON & JOHNSON DE CHILE S.A. 	Salcobrand 	27299 	Colipi 484 	Copiapó 	Atacama
26002 	TAREG 	160 mg 	28 COMPRIMIDOS RECUBIERTOS 	NOVARTIS CHILE S.A. 	Salcobrand 	34699 	Colipi 484 	Copiapó 	Atacama
26003 	AUGMENTIN BID 	875/125 mg 	14 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Salcobrand 	21999 	Colipi 484 	Copiapó 	Atacama
26004 	LIPITOR 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	PFIZER CHILE S.A. 	Salcobrand 	53299 	Colipi 484 	Copiapó 	Atacama
26005 	RAVOTRIL 	2 mg 	28 COMPRIMIDOS 	ROCHE CHILE LTDA. 	Salcobrand 	13699 	Colipi 484 	Copiapó 	Atacama
26006 	PROFENID 	50 mg 	20 CÁPSULAS 	SANOFI-AVENTIS DE CHILE S.A. 	Salcobrand 	11499 	Colipi 484 	Copiapó 	Atacama
26007 	COZAAR 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	32099 	Colipi 484 	Copiapó 	Atacama
26008 	CELEBRA 	200 mg 	10 CÁPSULAS 	PFIZER CHILE S.A. 	Salcobrand 	17099 	Colipi 484 	Copiapó 	Atacama
26009 	GLUCOPHAGE 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	ROCHE CHILE LTDA. 	Salcobrand 	10399 	Colipi 484 	Copiapó 	Atacama
26010 	GLAFORNIL 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	11299 	Colipi 484 	Copiapó 	Atacama
26011 	AERIUS 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	SCHERING PLOUGH 	Salcobrand 	17399 	Colipi 484 	Copiapó 	Atacama
26012 	MOBEX 	7,5 mg 	10 COMPRIMIDOS 	BOEHRINGER INGELHEIM LTDA. 	Salcobrand 	15999 	Colipi 484 	Copiapó 	Atacama
26013 	EFEXOR 	150 mg 	30 CÁPSULAS CON MICROGRÁNULOS DE LIBERACIÓN PROLONGADA 	LABORATORIOS WYETH 	Salcobrand 	98599 	Colipi 484 	Copiapó 	Atacama
26014 	TANSTON 	500 mg 	10 COMPRIMIDOS 	PFIZER CHILE S.A. 	Salcobrand 	7599 	Colipi 484 	Copiapó 	Atacama
26015 	BAYCIP 	500 mg 	10 COMPRIMIDOS RECUBIERTOS 	BAYER S.A. 	Salcobrand 	24999 	Colipi 484 	Copiapó 	Atacama
26016 	ARCOXIA 	60 mg 	14 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	18299 	Colipi 484 	Copiapó 	Atacama
26017 	AROXAT 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Salcobrand 	41999 	Colipi 484 	Copiapó 	Atacama
26018 	STOCRIN 	600 mg 	30 COMPRIMIDOS RECUBIERTOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	94099 	Colipi 484 	Copiapó 	Atacama
26019 	LEXAPRO 	10 mg 	28 COMPRIMIDOS RECUBIERTOS 	LUNDBECK 	Salcobrand 	36999 	Colipi 484 	Copiapó 	Atacama
26020 	MICROGYNON 	150/30 mg 	21 COMPRIMIDOS RECUBIERTOS 	BAYER S.A. 	Salcobrand 	14999 	Colipi 484 	Copiapó 	Atacama
26021 	LIVERTOX 	20 mg 	20 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	2399 	Colipi 484 	Copiapó 	Atacama
26022 	ADORMIX 	10 mg 	30 COMPRIMIDOS 	SANOFI-AVENTIS DE CHILE S.A. 	Salcobrand 	27999 	Colipi 484 	Copiapó 	Atacama
26023 	EUTIROX 	100 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	7799 	Colipi 484 	Copiapó 	Atacama
26024 	EUTIROX 	150 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	13999 	Colipi 484 	Copiapó 	Atacama
26025 	EUTIROX 	50 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	7999 	Colipi 484 	Copiapó 	Atacama
26026 	EUTIROX 	75 mg 	50 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Salcobrand 	8299 	Colipi 484 	Copiapó 	Atacama
26027 	ANAFRANIL 	25 mg 	20 GRAGEAS 	NOVARTIS CHILE S.A. 	Salcobrand 	26299 	Colipi 484 	Copiapó 	Atacama
